time,title,intro
2017-05-06 21:52,【群星闪耀暨南】2014级应用物理学班：闪闪满天星，聚是一团火,"“境自远尘笃坐定，物含妙理总堪寻。他们以思考作桨，创新为帆，各展才华，见物寻理，一路携手，共同前行。”这是班主任赵传熙眼中团结友爱的2014级应用物理学班，也是是本次5A卓越成长计划中的“卓越班集体”之一。
当之无愧的卓越班集体
“我们班是名副其实的‘5A班集体’，班上…"
2017-05-03 16:10,【留学生分享】在奋斗中成长 成为人生的掌舵者,"【个人简介】：Ng She Moon （马来西亚华人）  国际商学院2014级国际商务专业
犹记得在一个炎炎夏日，我来到了暨南大学。前一晚上我辗转反侧无法入眠，我独身一人来到异域他乡也好奇着未来将面临的挑战。转眼，我已在这里度过了两年半的大学生活，再也不是当时青涩不懂事，时时需要寻求学长学姐帮助的新生，相反我成为了…"
2017-05-02 14:15,【美国加州大学圣地亚哥分校交流分享】Do Something Different,"【个人简介】陈睿贤，我校国际商学院2015级财务管理专业，共青团员，汉族。个人座右铭: One day your life will flash before your eyes. Make sure it’s worth watching.

(陈睿贤)
加州之旅是人生中随时回头都能见到小山坡
走过郁郁葱葱的山林后
我又回到一览不见边的大平原
我无法证明我曾见过那山中的桃…"
2017-04-28 15:04,暨南园，有你，我的人生才精彩,"2013年9月7号，我怀揣着忐忑又兴奋的心情，跨进了蜚声海内外的暨南园。从这刻开始，我进入了人生的新阶段。国际商学院设在珠海校区，宽阔的水泥路面两旁，树木葱绿茂盛，教学楼、生活区配套完善，布局井然有序，我开始憧憬即将到来的四年大学生活。

多姿多彩的大学生活迥异于以往两点一线的中学生活。不同的教室、不一…"
2017-04-27 16:22,慕雪城主：找寻真实的自己，是摄影师也是文学博士,你可能不知道他到底是何方神圣，但你对他的照片应该并不陌生：水晶球里的大拱门、与富力教学楼同框的超级月亮、春天里缤纷多彩的暨南园……这些屡屡占据暨大官网首页、在微博上被疯转、偶尔还在朋友圈刷个屏的图片都出自他手——他是暨南大学2016级的文学博士生刘汉波，而他更为人所熟知的名字是&l…
2017-04-19 16:01,【法国图卢兹高等商学院交流分享】图村，一场不愿醒来的梦,"【个人简介】李志春，国际商学院2014级财务管理专业，曾获国家励志奖学金，优秀学生二等奖学金，A类挑战杯立项，D类挑战杯获省赛金奖，商业精英挑战赛三等奖，入选暨南大学优异生培养计划， 国商院优秀团支书等荣誉。座右铭：To be different。

(李志春在法国)
返校第一天，文老师问我感觉这次交换如何，一时竟语塞不…"
2017-05-22 16:20,【文莱大学交流分享】怀念在文莱四个月的每一个晴天,"七月盛夏，热情豪迈，带着满满激情到了文莱达鲁萨兰国。这四个月里的每一个晴天，我都很是怀念。

(文莱海滩)
自由的教学风格
与国内无异文莱大学(UBD)也是一样的学分制体系，没有学期有规定修满的课程和学分，但老师教学的风格却有所差异。每周的课分为lecture和tutorial，lecture是老师上课而tutorial就是学生展示…"
,,
2017-04-14 11:33,【美国威斯康辛交流分享】Embrace the Unknown,    【个人简介】胡培炜，国际商学院2013级金融工程专业，曾任国际商学院团委、学生会副秘书长，赴泰国公益项目志愿者，获暨南大学优秀学生奖学金，先后在中国工商银行、德勤中国、广发证券实习，并于2015-2016学年第一学期在美国威斯康辛大学交换学习。现已获美国罗彻斯特大学、约翰霍普金斯大学、马里兰大学等金融学硕…
2017-04-12 18:21,国家奖学金获得者——“全能”的明星体育生谢舒媛,"    2017年2月22日，我校管理学院2012级会计专业本科生谢舒媛及其主要事迹登上了《人民日报》，被收录在《国家奖学金学生代表名录》中：“做到了兼顾体育和学习，积极参与各类学术竞赛和科研项目，同时参加志愿者工作，热心帮助他人”。 

坚持不懈·奔跑15年的女飞人
第九届广东省大学生运动会优秀运…"
2017-04-07 10:48,【毕业生分享】保研之门关上后，他为自己打开了几扇窗,吴淦是国际学院2013级金融专业本科生，现已拿到北京大学、香港科技大学、香港大学、香港中文大学录取资格。
2017-04-13 15:52,【毕业生分享】做一个努力的人，好处远比你以为的更多,"【个人简介】
邵帅，女, 1995年10月生，中共党员，暨南大学国际商学院金融工程专业2013级学生，曾任百年暨南文化素质教育讲堂理事长、学院兼职辅导员、班长、学院组织部干事、校学生代表、青协志愿者等。大学三年GPA4.24，排名2/107，获得A类推免生资格。作为队长主持1项国家级大学生创新创业训练计划、1项校级大学生创…"
2017-04-07 09:36,【毕业生分享】士不可不弘毅，虽任重道远，我亦愿一搏,"唐若诗是国际商学院金融学2013级学生，曾担任暨南大学学生会珠海校区执委会秘书处副秘书长，暨南大学国际商学院团委学生会公关部干事，暨南大学学生艺术团司仪队。目前已被约翰霍普金斯大学、杜兰大学、马里兰大学金融硕士录取，最终选择了杜兰大学弗里曼商学院金融学硕士。
"
2017-04-06 16:58,【毕业生分享】逆流而上，道阻且长,【个人简介】刘芳，女，汉族，党员，国际商学院2013级金融工程学生，担任过国家级创新创业训练项目负责人，并参加过3个挑战杯项目，其中带队项目2个。大学四年总平均绩点4.17.曾获2013、2014年“优秀团员”称号，2014年优秀学生一等奖学金、2014年香港太阳国际金融集团奖学金，2014、2015年全国大学生数学建模…
2017-04-06 16:54,【毕业生分享】努力！奋斗！,陈溥江，暨南大学2013级金融工程学生，曾多次获得数学建模大赛国家级以及国际级殊荣，主持国家级大创一项，并在国际期刊发表金融研究论文两篇。2016年，经暨南大学国际交流处推荐，获奖学金前往美国常青藤之一的哥伦比亚大学交换。目前已获得曼切斯特大学、香港中文大学、香港大学、香港科技大学硕士录取，并决定入读于香…
2017-03-31 16:27,道别:大四准毕业生和他风雨无改的公益国学班,"“要毕业啦，给小朋友上的国学课程已经结束了。”郝嘉奇如是说。
虽然过去近三年来社区国学课程仍历历在目，但埋藏在硬盘深处的七十多份精心制作的课件已经不再更新，自2014年第一学期起每星期风雨无改的课程亦已告一段落。自此，每周五放学后的珠海拱北街道将军山社区服务站都少了一位社区志愿者和一堂公益国…"
2017-03-31 11:10,【2+2交换学习】遇见更好的自己,"去年四月，我从朋友那里得知了英国伯明翰大学的2+2项目，当时便下定决心努力争取一下。最大的一道坎就是雅思了。我利用周末时间准备了两个月，并且每天坚持背单词和练习听力，最后成功抓住了这个机会。
学会独立并照顾好自己
经历过一次初入大学，比起之前的不安与惶恐，这次更多的是憧憬和斗志。出发前对自己说，这是…"
2017-03-31 09:49,【挑战杯系列】新型光纤激光液压传感器科研团队：兴趣助我们走得更远,走进光子技术研究院的实验室，映入眼帘的便是满屋的精密科研器件。“这就是新型光纤激光液压传感器，这个器件可以测量任何物体的压力。” 光子技术研究院2015级硕士肖鹏指着一个四方的小器件介绍道。这个研究新型光纤激光液压传感器件的科研团队，由5位光子技术研究院的硕士生组成，分别是光子技术研究院的2015…
2017-03-29 09:56,"Nice Meeting You , Canada","这是一个零下十多度飘着雪的城市，却依旧让人想念。
喜欢这儿的学习 McGill
麦吉尔大学简称McGill，坐落在加拿大第二大城市蒙特利尔，常被视为“北方哈佛”或“加拿大哈佛”。其实在去之前我知道的也不多，很多都是来自百度的直观了解。但是在那学习的几个星期，却让我有了一些感受。McGill有一个…"
2017-03-22 11:22,今朝pro的背后：一个做着公益的创业团队,"广州“一模”考试刚过，应届高考生进入备战高考冲刺阶段，为自己心仪的大学奋斗。面对着未知的大学和陌生的专业，应届生往往会迷茫和不知所措。由我校创业团队研发的“今朝pro”微信公众平台应运而生，很有针对性的为应届生提供了大学的资讯和与学长学姐交流的平台。
对高校的宣讲流程的优化
创始…"
,,
2017-03-20 12:10,国际学院学子前往动物救助站开展志愿活动,"3月11日，为弘扬雷锋精神，国际学院食品质量与安全专业的近40位同学前往土华动物救助站进行志愿活动。

同学们抵达救助站后，开始为小动物们清理居所并分工进行喂食 。在与管理员苏小东的交流中，同学们了解到如果没有义工的帮助，救助站会比较冷清，一人照顾小动物压力较大。他很感激同学们能够有本次志愿活动，也希望…"
2017-03-19 12:15,【雷锋月】国际学院学子为市民普及药物知识,"2016级国际学院药学的17名同学积极响应号召，弘扬“热心公益、奉献社会”的雷锋精神，参与了以“学系于药，心寄于人”为主题的志愿活动。3月12日一早，PHA的同学们一同前往广州小洲村派发关于药物知识的传单，并向小洲村的村民普及基本药物知识。

在活动开展前，同学积极查找资料，结合所学的知识…"
2017-03-09 11:39,我的国考心路——亦余心之所善兮，虽九死其犹未悔,"宜未雨而绸缪，毋临渴而掘井
实诚地说，保守估计也该是十几年前，我就认为自己适合成为一名公仆。现在，男女都怕入错行。所以，找工作最好符合自己的理想和性格特质，实际上这样通过笔试面试也相对容易些，毕竟已经有很多方面是契合了。整个大四，我只面试了三次，后两次全部通过，可见精准定位自有它的优势。
这一次国…"
2017-03-06 09:24,我在加勒，天气晴——记斯里兰卡义工之旅,"“寒假，不为没意义的旅行出发”。最开始是被这句口号吸引，厌倦了普通的走马观花的旅行方式，怀着对这种新颖的一边做义工一边旅行的概念的好奇，和在陌生的地方做些有意义的事情的念想，我报名了EASIN国际义工旅行的斯里兰卡幼儿园志愿者项目。
初到斯里兰卡，这个热带岛国炙热的阳光便彰显了它的热情。在海…"
2017-03-03 11:00,"台湾东华大学,邂逅宁静的秋冬行","东华湖畔，凉风几缕，偶闻鸟鸣，低头观书，抬头闲看闲云漫散，大部分无课的午后，便是这么度过的，东华的午后，便是闲适如此。
2016 的秋冬之季，很幸运，是在这里，台湾东华大学度过的，这里人文风景，无不精彩。无论是欧式庄园式的校园，让人如沐春风里的老师和小店的阿婆，抑或是旅行的山和水，都是无法忘怀的动人时…"
2017-02-28 17:40,饱览灿烂文化，感受魅力京津——“一带一路·侨心同行”暨南大学中国文化…,"2017年2月18日，“一带一路·侨心同行”暨南大学中国文化之旅冬令营正式开营，共有10个团奔赴全国各地。中国文化之旅是国务院侨务办公室在暨南大学设立的一个品牌项目，至今已有三十年的历史。
今年首次开启京津文化线路(以下简称京津团)，旨在让更多到内地学习的港澳台侨学生了解祖国首都北京及天津的…"
2017-02-21 20:41,文化育人，暨南大学“一带一路•侨心同行”文化之旅冬令营走进东北,2月19日，来自世界近十个国家和地区的34名港澳台侨学生来到北国雪乡，开启了中华文化之旅。该团队是暨南大学“一带一路•侨心同行”文化之旅活动组织，沿路的大部分区域属于国家“一带一路”规划建设的范围内，师生们不仅能够领略祖国美丽的自然风光，探索我国不同宝贵的物质、非物质文化遗产，…
2017-01-11 10:08,【迈向高水平·“暨南之星”系列之六】李剑培：用公益宣讲传播暨南之名,"李剑培，生命科学技术学院2013级生态学专业学生，暨南大学招生宣传协会创始人&总会长，第六届创业训练营营员，入选2015年暨南大学本科优异生培养计划，获第四届暨南大学优秀学子奖励计划“领袖之星”标兵奖，现已保研至我校产业经济研究院产业经济学专业。
“这次能够获得‘暨南之星’，我…"
2017-01-10 16:38,【迈向高水平·“暨南之星”系列之五】房泽龙：致力于做代表中国的独立游…,"发表两篇SCI论文，组队开发出代表中国的VR游戏，成立公司拿到百万投资，成功保研我校金融专业……他就是我校第五届“暨南之星”之一，来自信息科学技术学院的大四学生房泽龙。
“能成为‘暨南之星’太幸运了!我觉得这个荣誉是对过去的肯定，更多的是责任和未来的希望。”房泽…"
2017-01-05 17:41,【迈向高水平·“暨南之星”系列之四】郭运健：关注内外招学生融合的澳门…,"获评“暨南之星”，郭运健说自己非常开心。从去年成为象征拼搏逆袭的“进取之星”，到今年摘得象征全面发展的“暨南之星”，他表示很不容易，这是对他大学生涯最好的认可。
郭运健是我校华文学院2013级汉语国际教育专业本科生，出生于澳门，是第五届“暨南之星”中唯一的外招生…"
2017-01-05 17:29,【迈向高水平•“暨南之星”系列之三】魏子贤：“我梦想有朝一日成为引领…,"
魏子贤，理工学院光电工程系信息工程专业2013级本科生。先后获得暨南大学第四届卓越引领计划“学术之星”和第五届卓越引领计划“暨南之星”。共获七项国家级以上、五项校级以上学术竞赛奖，参与包括省级500万重大专项在内的四项科研项目，发表论文一篇，授权专利两项。曾在工业与信息化部第五研究…"
2016-12-30 08:26,【迈向高水平·“暨南之星”系列之二】张乔波：按规划一步步走出精彩,"
张乔波，国际学院金融专业2013级本科生。绩点专业排名第一，以全校第一的成绩被选拔为“优本项目”交换生，先后获得第三届优秀学子奖励计划“学习之星”标兵奖、第五届优秀学子奖励计划“暨南之星”标兵奖，现已保送至上海交通大学安泰经济与管理学院攻读硕士研究生。看似一路顺畅的背后…"
2016-12-30 09:29,【迈向高水平·“暨南之星”系列之一】硕博连读中科大国家实验室  将师从…,"
你以为他只是在SCI发表两篇论文?他还申请国家专利一项，主持大学生创新项目两项、挑战杯项目一项，获得第五、六届广东省材料创新大赛高分子赛区一等奖。现已保送至中国科学技术大学合肥微尺度国家实验室(筹)攻读硕博连读研究生，师从中国科学院院士、2015年度“世界杰出女科学家奖”获得者谢毅教授。
你以…"
2016-12-27 23:01,陈嘉瑞：当创业梦想照进现实,"    一位长发飘飘，穿着白色裙子的姑娘缓缓走过万国墙，在墙的末端，一堵课室门突然出现。姑娘打开门把手，走进坐满学生的课室。这个梦幻的场景出现在我校新闻与传播学院的宣传片中，片子由薪传文化传播有限公司拍摄，而公司的所有成员正是我校学生。
    宣传片运用长镜头的拍摄手法，在镜头的起幅和落幅间实现万国墙、…"
2016-12-14 13:31,“暨”情学习，筑梦高水平,"         12月9日晚，由珠海校区学生代表大会主办的学风建设系列活动之“暨”情学习决赛答辩会在珠海校区行政楼举行。珠海校区党工委滕斌副书记出席了本次答辩会并致辞，校区学工办相关老师和近两百名代表出席了本次答辩会。
        滕斌副书记在致辞中表示，学风建设是高校永恒的主题，学风是学校办学特色的…"
2016-12-14 10:43,暨南学子助公益 齐来爱心DIY,"11月28日至12月7号，暨大青协珠区分会顺利地开展了“爱心DIY”活动。在这次活动当中，暨南大学珠海校区的同学们积极踊跃地献出自己的爱心，约有310人参与活动，其中还有老师和由志愿者带领的来自斗门区实验中学的学生们参与制作手绘帆布包的活动。

(暨南学子及实验中学学生一齐在摊位咨询详情)
这次公益活…"
2016-12-12 22:40,理工学院学生创新实践工作室：这里有一群朝气蓬勃的创新实践者,    “刚到物理系的时候，有一个大一新生问我‘我们以后就业主要是哪些领域’，我当时就镇住了”，在谈及学生创新实践工作室成立的初衷时，工作室指导老师之一、物理系教师付勇谈到了这段回忆。“除了走学术这一条路，我一时间想不起其他非常对口的行业。”事后，付勇思考了很久，他认为许…
2016-12-10 18:43,暨航乘风破浪 班级尽显风采,"    近日，以“暨语、暨情、暨南人”为主题的团支部风采大赛总决赛在我校南校区举行。在进入决赛的十二支队伍中，2015级信息科学技术学院电子信息工程专业团支部以出色的表现夺得了本次决赛的特等奖与最佳组织奖。
暨航贯穿古今，承载无限深情
    电子信息工程专业团支部的表演节目《暨航古今》以“船&…"
2016-12-08 22:06,青春荡漾，声汇星光,"    12月3日晚，第三十一届北极光校园歌唱大赛总决赛在校本部礼堂举行。作为暨大的校园品牌活动之一，北极光大赛从初赛伊始便吸引了众多的目光，经过一个多月的淘汰与选拔后，决赛更是万众瞩目。当晚不到七点，礼堂门口便已经排起了长队，同学们都期待着能先一步进入礼堂领略这场视听盛宴。
    当晚，暨南大学副校长饶…"
2016-12-03 17:13,我校志愿者陪伴心智障碍青年献上一份“甜心下午茶”,"    “甜心下午茶，快来看看，错过就没有啦！”12月2日，建阳篮球场上，六个穿着蓝衣服的青年向行人卖力吆喝着。他们来自广州市少年宫特殊艺术家工作室，在暨大志愿者的陪伴下，参与销售由心智障碍糕点师制作的甜点。
    在贴有“甜心下午茶”的牛皮纸袋里，不仅有玫瑰卷面包、松软的麦芬蛋糕、酥…"
2016-11-29 10:44,【广播台系列】3代广播人讲述30年流淌的广播情,从1990年到2016年，昔日的暨南大学广播站已经升级为暨南大学广播台。一代代广播人辛勤奉献，努力将暨大广播做到更好。110周年校庆之际，3个年代的3位广播人——1990级经济学院校友、广播站播音员周飞兵，2007级新闻与传播学院校友、广播台第一任台长陈福星，2014级新闻与传播学院学生、广播台现任台长李冉&mdas…
2016-11-29 08:48,酌一杯名叫校运会的酒,"    11月25日，虽然天气有点寒冷，但我校第四十三届田径运动会还是如期进行着。寒冷中，校运会是否会有另一番味道？不妨来尝尝。

（第四十三届田径运动会开幕）
醇厚的体育精神
    大二电气工程及其自动化专业的陆海天同学这次专程从珠海校区来本部参加校运会，平常喜欢运动的他报名了男子3000米、跳远和男子4*400…"
2016-11-22 17:02,第28届“韩奖”翻译学院7人上榜 获奖人数居全国高校之首,翻译学院自2011年开始组织学生参加“韩奖”，连年获奖，共计28人次(二等奖5人次、三等奖3人次、优秀奖20人次)，2013、2014、2015连续三年获奖人数在参赛高校中位居全国第三、广东省第一，2016年获奖人数居全国参赛之首。
